customer_id,age,gender,region,plan_type,total_usage,login_count,transaction_count,total_revenue,satisfaction_score,support_tickets,registration_date,last_activity_date,days_since_registration,days_since_activity,usage_intensity,engagement_score,marketing_channel,device_type,churned
12508,65,M,West,Basic,118,18,6,218.14107785316054,4.237143278256548,1,2024-01-02 19:08:54.146636,2024-04-10 19:08:54.146636,971,872,0.12139917695473251,0.024691358024691357,Email,Desktop,1
12509,28,F,East,Basic,73,13,6,413.26602947336977,4.943986826781234,3,2024-12-10 19:08:54.146636,2025-03-19 19:08:54.146636,628,529,0.11605723370429252,0.030206677265500796,Referral,Tablet,1
12510,34,F,South,Premium,649,16,11,415.7085172454299,3.5371204885164618,0,2025-11-19 19:08:54.146636,2026-02-26 19:08:54.146636,284,185,2.2771929824561403,0.09473684210526316,Paid Ads,Desktop,1
12511,68,M,South,Enterprise,516,15,6,167.6401849510565,1.760515550837003,2,2024-10-07 19:08:54.146636,2025-01-14 19:08:54.146636,692,593,0.7445887445887446,0.030303030303030304,Organic,Mobile,1
12512,60,F,North,Basic,582,13,9,2602.6831305298833,2.58199632301775,2,2026-01-07 19:08:54.146636,2026-04-16 19:08:54.146636,235,136,2.4661016949152543,0.09322033898305085,Social Media,Mobile,1
12513,25,F,North,Basic,208,24,6,381.39845206428265,2.1740885610798926,2,2025-08-09 19:08:54.146636,2025-11-16 19:08:54.146636,386,287,0.537467700258398,0.07751937984496124,Organic,Mobile,1
12514,39,M,East,Enterprise,110,6,3,742.536020364651,2.4757922650085074,2,2024-03-11 19:08:54.146636,2024-06-18 19:08:54.146636,902,803,0.12181616832779624,0.009966777408637873,Referral,Desktop,1
12515,21,M,West,Premium,130,17,7,608.4680886657895,2.1823630523869038,3,2026-03-12 19:08:54.146636,2026-06-19 19:08:54.146636,171,72,0.7558139534883721,0.13953488372093023,Organic,Tablet,1
12516,28,F,East,Premium,233,19,7,1976.7380286521218,3.9860907561811048,4,2023-10-24 19:08:54.146636,2024-01-31 19:08:54.146636,1041,942,0.2236084452975048,0.02495201535508637,Paid Ads,Mobile,1
12517,25,M,South,Basic,301,14,8,632.1055353835084,3.910470112299978,3,2026-01-24 19:08:54.146636,2026-05-03 19:08:54.146636,218,119,1.3744292237442923,0.1004566210045662,Paid Ads,Tablet,1
12518,26,F,East,Basic,256,14,12,306.94949275023373,2.3698856961465005,0,2024-02-12 19:08:54.146636,2024-05-21 19:08:54.146636,930,831,0.2749731471535983,0.027926960257787327,Paid Ads,Mobile,1
12519,43,F,East,Premium,88,16,6,949.524257127969,3.0940596655124453,1,2024-12-18 19:08:54.146636,2025-03-27 19:08:54.146636,620,521,0.14170692431561996,0.03542673107890499,Social Media,Mobile,1
12520,19,M,South,Premium,491,17,13,1046.3292239708258,1.9836352709373144,1,2024-08-30 19:08:54.146636,2024-12-07 19:08:54.146636,730,631,0.6716826265389877,0.04103967168262654,Social Media,Mobile,1
12521,33,F,South,Basic,240,16,5,1498.1692643527228,4.188799842915831,2,2023-12-20 19:08:54.146636,2024-03-28 19:08:54.146636,984,885,0.2436548223350254,0.02131979695431472,Organic,Mobile,1
12522,48,F,South,Basic,449,16,11,845.3083722805825,2.2302314311060263,1,2025-01-23 19:08:54.146636,2025-05-02 19:08:54.146636,584,485,0.7675213675213676,0.046153846153846156,Social Media,Desktop,1
12523,23,M,North,Basic,242,20,5,688.7194627408458,4.604237788083443,5,2024-12-11 19:08:54.146636,2025-03-20 19:08:54.146636,627,528,0.3853503184713376,0.03980891719745223,Paid Ads,Desktop,1
12524,38,M,West,Basic,153,10,9,420.8868009067305,1.4225254125452316,1,2026-03-10 19:08:54.146636,2026-06-17 19:08:54.146636,173,74,0.8793103448275862,0.10919540229885058,Organic,Tablet,0
12525,43,F,North,Enterprise,67,14,6,1407.3627368068055,4.2032022592557015,3,2023-11-23 19:08:54.146636,2024-03-01 19:08:54.146636,1011,912,0.06620553359683795,0.019762845849802372,Referral,Desktop,1
12526,36,M,East,Enterprise,122,10,6,271.27548839113956,2.834656037637863,2,2023-12-23 19:08:54.146636,2024-03-31 19:08:54.146636,981,882,0.12423625254582485,0.016293279022403257,Referral,Mobile,1
12527,45,F,West,Basic,92,19,5,400.0901513630933,2.00241955272776,0,2025-02-09 19:08:54.146636,2025-05-19 19:08:54.146636,567,468,0.1619718309859155,0.04225352112676056,Social Media,Mobile,1
12528,25,M,East,Basic,704,19,10,1599.8453517157654,1.4145275840570313,1,2026-01-21 19:08:54.146636,2026-04-30 19:08:54.146636,221,122,3.171171171171171,0.13063063063063063,Organic,Mobile,1
12529,31,M,East,Premium,152,18,7,373.0579740550311,3.051969924627488,1,2024-12-17 19:08:54.146636,2025-03-26 19:08:54.146636,621,522,0.24437299035369775,0.04019292604501608,Social Media,Desktop,1
12530,41,F,North,Basic,520,14,11,2156.5201222199203,1.2477926936776638,1,2023-10-22 19:08:54.146636,2024-01-29 19:08:54.146636,1043,944,0.49808429118773945,0.023946360153256706,Email,Tablet,1
12531,65,F,West,Basic,130,13,9,382.2548892448008,2.313298911988267,2,2026-05-19 19:08:54.146636,2026-08-26 19:08:54.146636,103,4,1.25,0.21153846153846154,Email,Desktop,0
12532,61,F,North,Premium,76,15,6,285.7403090390678,1.8205442620402374,2,2025-05-16 19:08:54.146636,2025-08-23 19:08:54.146636,471,372,0.16101694915254236,0.04449152542372881,Referral,Mobile,1
12533,54,M,South,Premium,382,5,9,2248.7346970585713,2.148066118125684,0,2023-10-24 19:08:54.146636,2024-01-31 19:08:54.146636,1041,942,0.3666026871401152,0.013435700575815739,Referral,Desktop,1
12534,43,F,South,Premium,176,15,9,1560.6887102863486,3.976504710936122,2,2024-10-02 19:08:54.146636,2025-01-09 19:08:54.146636,697,598,0.2521489971346705,0.034383954154727794,Organic,Mobile,1
12535,48,M,North,Basic,430,14,16,907.6385964923423,1.4781413750220795,1,2026-03-24 19:08:54.146636,2026-07-01 19:08:54.146636,159,60,2.6875,0.1875,Referral,Mobile,0
12536,68,M,North,Premium,217,6,15,1828.1868562104798,3.1078538170274843,2,2024-08-14 19:08:54.146636,2024-11-21 19:08:54.146636,746,647,0.29049531459170014,0.028112449799196786,Email,Desktop,1
12537,49,F,North,Premium,71,20,12,1207.567203360037,1.9075982590334721,0,2026-04-21 19:08:54.146636,2026-07-29 19:08:54.146636,131,32,0.5378787878787878,0.24242424242424243,Email,Tablet,1
12538,67,F,East,Basic,56,14,10,762.0820527862955,4.582524819161959,2,2024-09-22 19:08:54.146636,2024-12-30 19:08:54.146636,707,608,0.07909604519774012,0.03389830508474576,Email,Desktop,1
12539,58,M,West,Basic,84,10,7,1957.5970767395086,1.8562427756991764,0,2025-08-22 19:08:54.146636,2025-11-29 19:08:54.146636,373,274,0.22459893048128343,0.045454545454545456,Social Media,Mobile,1
12540,19,F,West,Basic,127,16,8,213.37799108331285,3.150487623889852,1,2024-03-14 19:08:54.146636,2024-06-21 19:08:54.146636,899,800,0.1411111111111111,0.02666666666666667,Email,Tablet,1
12541,42,M,South,Premium,155,15,6,1820.2990468307469,3.5895614659465633,1,2025-07-30 19:08:54.146636,2025-11-06 19:08:54.146636,396,297,0.3904282115869018,0.05289672544080604,Organic,Desktop,1
12542,69,M,West,Basic,449,13,10,426.0365111042074,4.154463913950975,1,2023-12-27 19:08:54.146636,2024-04-04 19:08:54.146636,977,878,0.4591002044989775,0.023517382413087935,Organic,Tablet,1
12543,61,M,West,Basic,472,14,7,447.75889658744177,2.047103920048202,2,2025-11-14 19:08:54.146636,2026-02-21 19:08:54.146636,289,190,1.6275862068965516,0.07241379310344828,Paid Ads,Mobile,1
12544,19,F,West,Basic,171,10,9,103.24666637040009,3.1285165579607725,2,2025-09-13 19:08:54.146636,2025-12-21 19:08:54.146636,351,252,0.48579545454545453,0.05397727272727273,Organic,Tablet,1
12545,59,M,East,Premium,263,12,6,158.80107277868984,3.1997648414450026,2,2025-01-11 19:08:54.146636,2025-04-20 19:08:54.146636,596,497,0.440536013400335,0.03015075376884422,Paid Ads,Tablet,1
12546,18,M,South,Basic,77,14,5,1838.8356604334278,4.495831964170721,0,2026-03-26 19:08:54.146636,2026-07-03 19:08:54.146636,157,58,0.4873417721518987,0.12025316455696203,Paid Ads,Mobile,0
12547,53,F,North,Basic,656,23,5,421.72295772867307,2.7883933902055937,1,2024-05-04 19:08:54.146636,2024-08-11 19:08:54.146636,848,749,0.7726737338044759,0.03297997644287397,Paid Ads,Tablet,1
12548,29,F,West,Basic,132,14,8,374.2124267306547,1.207598809415099,3,2024-09-06 19:08:54.146636,2024-12-14 19:08:54.146636,723,624,0.18232044198895028,0.03038674033149171,Organic,Mobile,1
12549,26,F,West,Basic,259,12,3,846.9562900452296,4.709319315055999,2,2024-03-16 19:08:54.146636,2024-06-23 19:08:54.146636,897,798,0.2884187082405345,0.01670378619153675,Email,Tablet,1
12550,53,M,East,Premium,210,15,8,960.5599010623641,4.757291089080265,2,2023-12-30 19:08:54.146636,2024-04-07 19:08:54.146636,974,875,0.2153846153846154,0.02358974358974359,Organic,Desktop,1
12551,58,F,South,Premium,340,16,8,1048.1693022137142,2.072827315864366,1,2025-11-14 19:08:54.146636,2026-02-21 19:08:54.146636,289,190,1.1724137931034482,0.08275862068965517,Paid Ads,Tablet,1
12552,45,M,West,Premium,1026,15,11,289.23024765248886,2.808021273161852,1,2026-03-26 19:08:54.146636,2026-07-03 19:08:54.146636,157,58,6.493670886075949,0.16455696202531644,Email,Desktop,0
12553,55,M,East,Basic,164,13,4,1052.267143496559,3.2568624358208944,2,2025-01-16 19:08:54.146636,2025-04-25 19:08:54.146636,591,492,0.27702702702702703,0.028716216216216218,Social Media,Mobile,1
12554,50,M,North,Premium,120,15,9,458.5457968406851,4.600120446970524,2,2025-11-01 19:08:54.146636,2026-02-08 19:08:54.146636,302,203,0.39603960396039606,0.07920792079207921,Referral,Tablet,1
12555,59,F,South,Basic,71,20,11,206.6414369681915,4.020501069268427,1,2024-11-18 19:08:54.146636,2025-02-25 19:08:54.146636,650,551,0.10906298003072197,0.047619047619047616,Email,Mobile,1
12556,63,M,West,Basic,364,10,5,1608.165794154118,2.1522233944838547,1,2024-09-01 19:08:54.146636,2024-12-09 19:08:54.146636,728,629,0.4993141289437586,0.0205761316872428,Referral,Mobile,1
12557,39,M,North,Basic,124,18,9,1037.0763711956324,2.466119530514672,0,2024-07-09 19:08:54.146636,2024-10-16 19:08:54.146636,782,683,0.1583652618135377,0.034482758620689655,Referral,Tablet,1
12558,42,F,West,Enterprise,167,21,6,278.66229927346046,3.891156163788788,1,2023-12-26 19:08:54.146636,2024-04-03 19:08:54.146636,978,879,0.17058222676200205,0.027579162410623085,Email,Tablet,1
12559,35,M,South,Enterprise,677,18,11,1164.85578917437,1.371485540692544,0,2026-03-05 19:08:54.146636,2026-06-12 19:08:54.146636,178,79,3.782122905027933,0.16201117318435754,Paid Ads,Tablet,0
12560,23,F,East,Basic,637,11,5,320.71427607857413,3.3688563212776206,4,2026-04-03 19:08:54.146636,2026-07-11 19:08:54.146636,149,50,4.246666666666667,0.10666666666666667,Referral,Desktop,0
12561,35,F,West,Enterprise,286,17,11,1251.974282231676,3.4933174750509615,0,2023-12-16 19:08:54.146636,2024-03-24 19:08:54.146636,988,889,0.2891809908998989,0.028311425682507583,Email,Mobile,1
12562,69,F,South,Basic,71,17,1,255.84932865183268,2.9177591862900223,1,2023-11-30 19:08:54.146636,2024-03-08 19:08:54.146636,1004,905,0.07064676616915423,0.01791044776119403,Organic,Mobile,1
12563,33,F,East,Premium,169,11,13,1140.4040149613638,1.1721088801750756,0,2024-12-30 19:08:54.146636,2025-04-08 19:08:54.146636,608,509,0.277504105090312,0.03940886699507389,Paid Ads,Tablet,1
12564,32,M,North,Premium,528,16,7,2258.5452240926293,3.519403803687213,2,2024-01-22 19:08:54.146636,2024-04-30 19:08:54.146636,951,852,0.5546218487394958,0.02415966386554622,Paid Ads,Tablet,1
12565,65,M,West,Premium,190,16,11,2037.24469292802,2.665081762225962,2,2024-03-01 19:08:54.146636,2024-06-08 19:08:54.146636,912,813,0.20810514786418402,0.029572836801752465,Social Media,Desktop,1
12566,25,M,North,Basic,877,11,9,562.2489214902544,1.2453703314870657,2,2024-04-01 19:08:54.146636,2024-07-09 19:08:54.146636,881,782,0.9943310657596371,0.022675736961451247,Referral,Mobile,1
12567,30,M,West,Basic,91,11,6,6224.0831451585855,2.008316481449934,3,2024-02-03 19:08:54.146636,2024-05-12 19:08:54.146636,939,840,0.09680851063829787,0.018085106382978722,Email,Desktop,1
12568,60,F,South,Premium,232,18,7,171.43451251322836,1.4047958960279514,5,2026-05-19 19:08:54.146636,2026-08-26 19:08:54.146636,103,4,2.230769230769231,0.2403846153846154,Social Media,Mobile,1
12569,24,M,North,Premium,91,12,6,419.5397968036403,3.718514308323836,3,2023-10-29 19:08:54.146636,2024-02-05 19:08:54.146636,1036,937,0.08775313404050145,0.017357762777242044,Social Media,Desktop,1
12570,34,F,West,Basic,367,11,7,525.8741089303494,3.6207176329270796,1,2024-05-12 19:08:54.146636,2024-08-19 19:08:54.146636,840,741,0.43638525564803804,0.02140309155766944,Email,Tablet,1
12571,67,M,South,Premium,549,24,12,640.5490611436486,1.7810982662976351,2,2025-10-01 19:08:54.146636,2026-01-08 19:08:54.146636,333,234,1.6437125748502994,0.10778443113772455,Organic,Mobile,1
12572,49,M,West,Basic,62,12,6,805.2635852054309,3.2119680585260353,1,2024-03-07 19:08:54.146636,2024-06-14 19:08:54.146636,906,807,0.06835722160970231,0.019845644983461964,Paid Ads,Desktop,1
12573,39,F,East,Basic,161,10,7,576.5853824702003,4.067428026949953,4,2026-05-28 19:08:54.146636,2026-08-30 19:08:54.146636,94,0,1.694736842105263,0.17894736842105263,Email,Tablet,0
12574,68,M,South,Basic,57,15,14,1371.7463270339483,2.253585830090508,3,2025-10-10 19:08:54.146636,2026-01-17 19:08:54.146636,324,225,0.1753846153846154,0.08923076923076922,Email,Desktop,1
12575,30,M,South,Basic,64,20,8,1192.8122461377113,2.21107351530282,1,2026-07-01 19:08:54.146636,2026-08-30 19:08:54.146636,60,0,1.0491803278688525,0.45901639344262296,Organic,Mobile,0
12576,64,F,West,Premium,141,9,3,1967.5935264528403,3.4921230768042437,1,2026-03-23 19:08:54.146636,2026-06-30 19:08:54.146636,160,61,0.8757763975155279,0.07453416149068323,Referral,Desktop,0
12577,40,M,South,Enterprise,224,16,11,585.0650707324568,1.0394098081879881,2,2026-05-14 19:08:54.146636,2026-08-21 19:08:54.146636,108,9,2.055045871559633,0.24770642201834864,Referral,Tablet,0
12578,46,M,North,Premium,431,16,12,769.3865183739337,3.148610990984651,0,2026-04-21 19:08:54.146636,2026-07-29 19:08:54.146636,131,32,3.265151515151515,0.21212121212121213,Email,Mobile,0
12579,39,M,West,Premium,638,18,11,781.3669247952208,2.3278187254350913,5,2026-02-09 19:08:54.146636,2026-05-19 19:08:54.146636,202,103,3.142857142857143,0.14285714285714285,Social Media,Mobile,1
12580,18,F,East,Basic,112,12,14,689.4369537475801,3.0066656403439684,1,2024-01-26 19:08:54.146636,2024-05-04 19:08:54.146636,947,848,0.11814345991561181,0.027426160337552744,Referral,Desktop,1
12581,46,F,South,Basic,100,13,5,257.7714690074954,2.452226448406272,3,2025-09-17 19:08:54.146636,2025-12-25 19:08:54.146636,347,248,0.28735632183908044,0.05172413793103448,Referral,Tablet,1
12582,65,M,East,Basic,84,11,7,1089.2448562541485,2.970691975059341,2,2023-10-15 19:08:54.146636,2024-01-22 19:08:54.146636,1050,951,0.07992388201712655,0.017126546146527116,Email,Tablet,1
12583,22,M,North,Premium,53,14,10,1735.461085261316,4.624371087677019,1,2024-08-04 19:08:54.146636,2024-11-11 19:08:54.146636,756,657,0.07001321003963012,0.031704095112285335,Social Media,Tablet,1
12584,52,M,South,Basic,203,22,15,1253.8702418563998,3.4605388351113886,2,2025-01-17 19:08:54.146636,2025-04-26 19:08:54.146636,590,491,0.34348561759729274,0.06260575296108291,Email,Mobile,1
12585,27,F,South,Basic,201,17,12,1686.3661696728338,1.6031990544935835,3,2026-02-02 19:08:54.146636,2026-05-12 19:08:54.146636,209,110,0.9571428571428572,0.1380952380952381,Paid Ads,Desktop,1
12586,36,M,West,Premium,67,18,5,367.70188866991964,3.7720793458557846,4,2025-03-07 19:08:54.146636,2025-06-14 19:08:54.146636,541,442,0.12361623616236163,0.042435424354243544,Organic,Tablet,1
12587,54,F,East,Basic,53,17,11,1045.7344450575433,1.2600197276434382,2,2023-10-28 19:08:54.146636,2024-02-04 19:08:54.146636,1037,938,0.051059730250481696,0.02697495183044316,Referral,Tablet,1
12588,24,F,West,Basic,146,15,12,317.55519278137945,1.490812434265806,0,2024-03-20 19:08:54.146636,2024-06-27 19:08:54.146636,893,794,0.16331096196868009,0.030201342281879196,Email,Mobile,1
12589,63,M,East,Enterprise,66,10,16,265.16102038667594,2.5654967528992114,2,2026-01-10 19:08:54.146636,2026-04-19 19:08:54.146636,232,133,0.2832618025751073,0.11158798283261803,Email,Tablet,1
12590,52,F,West,Enterprise,61,21,8,280.3687823052983,3.4488811640835872,1,2024-10-05 19:08:54.146636,2025-01-12 19:08:54.146636,694,595,0.08776978417266187,0.041726618705035974,Email,Tablet,1
12591,62,F,East,Basic,186,14,6,256.9434741631328,3.921372579784007,3,2026-05-31 19:08:54.146636,2026-08-30 19:08:54.146636,91,0,2.0217391304347827,0.21739130434782608,Social Media,Mobile,0
12592,30,F,West,Basic,384,17,8,2754.880295462739,1.751634528088256,2,2024-09-18 19:08:54.146636,2024-12-26 19:08:54.146636,711,612,0.5393258426966292,0.0351123595505618,Paid Ads,Tablet,1
12593,27,F,South,Basic,271,21,7,1328.7313989767056,2.0486560214086387,4,2025-01-20 19:08:54.146636,2025-04-29 19:08:54.146636,587,488,0.4608843537414966,0.047619047619047616,Referral,Mobile,1
12594,19,F,South,Basic,83,18,11,876.3757921494931,1.5490335793169456,1,2025-05-19 19:08:54.146636,2025-08-26 19:08:54.146636,468,369,0.17697228144989338,0.06183368869936034,Organic,Desktop,1
12595,23,M,East,Basic,266,15,11,1684.9928823624846,1.384596073477565,5,2023-12-24 19:08:54.146636,2024-04-01 19:08:54.146636,980,881,0.2711518858307849,0.026503567787971458,Referral,Tablet,1
12596,25,F,West,Basic,136,18,3,1592.1259369542663,4.619733833728507,1,2025-10-19 19:08:54.146636,2026-01-26 19:08:54.146636,315,216,0.43037974683544306,0.06645569620253164,Social Media,Desktop,1
12597,53,F,East,Basic,67,17,9,2016.287830767852,3.738062583710657,2,2025-01-26 19:08:54.146636,2025-05-05 19:08:54.146636,581,482,0.11512027491408934,0.044673539518900345,Email,Desktop,1
12598,42,F,West,Basic,142,19,9,1497.2564825032339,4.4873190750998475,2,2024-05-05 19:08:54.146636,2024-08-12 19:08:54.146636,847,748,0.16745283018867924,0.0330188679245283,Paid Ads,Desktop,1
12599,61,F,East,Premium,451,11,8,461.32019606960284,3.5852553074890525,0,2025-06-21 19:08:54.146636,2025-09-28 19:08:54.146636,435,336,1.0344036697247707,0.04357798165137615,Referral,Tablet,1
12600,64,F,North,Premium,95,17,10,455.2920072047026,1.5656032183426873,4,2026-05-01 19:08:54.146636,2026-08-08 19:08:54.146636,121,22,0.7786885245901639,0.22131147540983606,Organic,Mobile,1
12601,57,M,South,Basic,185,16,9,2441.215837486322,2.065168001423604,2,2025-10-03 19:08:54.146636,2026-01-10 19:08:54.146636,331,232,0.5572289156626506,0.07530120481927711,Email,Desktop,1
12602,24,M,East,Basic,136,17,4,558.7852017234336,1.1489390427853197,3,2025-05-01 19:08:54.146636,2025-08-08 19:08:54.146636,486,387,0.2792607802874743,0.043121149897330596,Referral,Mobile,1
12603,63,F,North,Premium,371,9,9,107.9365785385129,4.967057022950366,4,2025-07-15 19:08:54.146636,2025-10-22 19:08:54.146636,411,312,0.9004854368932039,0.043689320388349516,Email,Tablet,1
12604,40,M,South,Enterprise,232,14,5,938.865638438401,4.718847892390144,1,2025-09-26 19:08:54.146636,2026-01-03 19:08:54.146636,338,239,0.6843657817109144,0.05604719764011799,Social Media,Desktop,1
12605,36,F,North,Basic,155,9,9,261.52898705487127,1.5221364086982616,4,2026-02-11 19:08:54.146636,2026-05-21 19:08:54.146636,200,101,0.7711442786069652,0.08955223880597014,Organic,Tablet,1
12606,63,M,West,Basic,164,20,10,1726.9761956431112,1.1015195742397896,4,2026-05-17 19:08:54.146636,2026-08-24 19:08:54.146636,105,6,1.5471698113207548,0.2830188679245283,Paid Ads,Mobile,1
12607,39,M,West,Premium,517,16,5,778.119889495226,3.0811740449439795,1,2023-12-03 19:08:54.146636,2024-03-11 19:08:54.146636,1001,902,0.5159680638722555,0.020958083832335328,Organic,Desktop,1
12608,30,F,West,Enterprise,108,17,14,418.55310230654953,4.674231298211294,6,2024-10-14 19:08:54.146636,2025-01-21 19:08:54.146636,685,586,0.15743440233236153,0.04518950437317784,Social Media,Desktop,1
12609,38,F,East,Enterprise,67,20,7,1330.2581256470946,2.848838254391694,3,2023-12-14 19:08:54.146636,2024-03-22 19:08:54.146636,990,891,0.06760847628657922,0.027245206861755803,Email,Tablet,1
12610,18,F,North,Basic,433,13,3,1323.1250853650874,3.22695509575801,1,2025-07-05 19:08:54.146636,2025-10-12 19:08:54.146636,421,322,1.0260663507109005,0.037914691943127965,Referral,Mobile,1
12611,36,F,North,Basic,179,6,9,127.91053003656413,2.4366031805710295,1,2024-06-18 19:08:54.146636,2024-09-25 19:08:54.146636,803,704,0.22263681592039802,0.018656716417910446,Organic,Tablet,1
12612,50,M,West,Enterprise,59,13,7,1992.9643019822176,3.5595233865893894,0,2026-01-23 19:08:54.146636,2026-05-02 19:08:54.146636,219,120,0.2681818181818182,0.09090909090909091,Paid Ads,Mobile,1
12613,21,F,East,Basic,520,13,10,332.8330813038265,4.585039244277272,2,2025-11-03 19:08:54.146636,2026-02-10 19:08:54.146636,300,201,1.7275747508305648,0.07641196013289037,Referral,Tablet,1
12614,59,M,West,Basic,247,15,9,139.4372691730427,4.600254500388434,0,2024-02-09 19:08:54.146636,2024-05-18 19:08:54.146636,933,834,0.2644539614561028,0.02569593147751606,Organic,Tablet,1
12615,20,F,East,Premium,108,16,3,259.9375347882457,1.9891809038135744,0,2025-06-17 19:08:54.146636,2025-09-24 19:08:54.146636,439,340,0.24545454545454545,0.04318181818181818,Social Media,Tablet,1
12616,44,F,South,Premium,289,12,5,442.29255799081307,2.8728007833792297,2,2025-10-07 19:08:54.146636,2026-01-14 19:08:54.146636,327,228,0.8810975609756098,0.051829268292682924,Paid Ads,Mobile,1
12617,69,M,North,Enterprise,112,15,4,526.0474608045656,2.2792136928095252,3,2026-03-30 19:08:54.146636,2026-07-07 19:08:54.146636,153,54,0.7272727272727273,0.12337662337662338,Organic,Mobile,0
12618,58,F,East,Premium,148,18,3,477.3229456622192,3.603849553227197,0,2026-02-23 19:08:54.146636,2026-06-02 19:08:54.146636,188,89,0.783068783068783,0.1111111111111111,Paid Ads,Tablet,1
12619,52,F,West,Basic,137,21,2,2614.9274050178733,4.424792204551746,1,2024-02-21 19:08:54.146636,2024-05-30 19:08:54.146636,921,822,0.14859002169197397,0.024945770065075923,Referral,Tablet,1
12620,45,M,East,Basic,323,18,7,904.4117184050847,2.92357969624936,1,2025-12-14 19:08:54.146636,2026-03-23 19:08:54.146636,259,160,1.2423076923076923,0.09615384615384616,Social Media,Desktop,1
12621,23,M,East,Enterprise,72,21,8,1832.7865536010243,4.246897528574305,4,2025-02-25 19:08:54.146636,2025-06-04 19:08:54.146636,551,452,0.13043478260869565,0.05253623188405797,Organic,Desktop,1
12622,23,F,South,Basic,116,20,6,1656.3911214761233,1.6879435297728826,1,2025-10-17 19:08:54.146636,2026-01-24 19:08:54.146636,317,218,0.36477987421383645,0.08176100628930817,Social Media,Tablet,1
12623,61,M,West,Premium,512,14,11,1838.735839689332,2.374327586281771,1,2024-01-11 19:08:54.146636,2024-04-19 19:08:54.146636,962,863,0.5316718587746625,0.02596053997923157,Paid Ads,Tablet,1
12624,40,F,North,Premium,481,9,10,1595.1377533145521,2.308515586259278,2,2025-11-13 19:08:54.146636,2026-02-20 19:08:54.146636,290,191,1.6529209621993126,0.06529209621993128,Organic,Tablet,1
12625,50,M,East,Premium,755,19,7,1863.840117268712,3.237771580799327,1,2024-10-16 19:08:54.146636,2025-01-23 19:08:54.146636,683,584,1.1038011695906433,0.038011695906432746,Organic,Desktop,1
12626,33,F,West,Premium,55,20,5,152.3861859647118,2.346208754119049,2,2026-04-04 19:08:54.146636,2026-07-12 19:08:54.146636,148,49,0.3691275167785235,0.16778523489932887,Social Media,Tablet,0
12627,41,M,North,Basic,74,15,4,903.5770588584185,4.11391814408754,2,2026-02-25 19:08:54.146636,2026-06-04 19:08:54.146636,186,87,0.39572192513368987,0.10160427807486631,Referral,Desktop,0
12628,22,M,East,Premium,739,18,9,1642.5824064199855,1.7841133656003536,4,2023-10-20 19:08:54.146636,2024-01-27 19:08:54.146636,1045,946,0.7065009560229446,0.02581261950286807,Paid Ads,Desktop,1
12629,58,M,East,Premium,118,13,7,974.9024820008209,2.3568903748534087,2,2024-09-18 19:08:54.146636,2024-12-26 19:08:54.146636,711,612,0.16573033707865167,0.028089887640449437,Paid Ads,Tablet,1
12630,59,F,West,Premium,309,11,9,169.13282936492092,2.3630772632721113,3,2025-06-14 19:08:54.146636,2025-09-21 19:08:54.146636,442,343,0.6975169300225733,0.045146726862302484,Referral,Desktop,1
12631,30,F,North,Enterprise,636,19,5,2057.2122201647862,3.4239883926768035,4,2025-09-08 19:08:54.146636,2025-12-16 19:08:54.146636,356,257,1.781512605042017,0.06722689075630252,Email,Mobile,1
12632,64,F,North,Premium,403,17,5,2494.914161304827,1.0588036042365654,3,2025-06-17 19:08:54.146636,2025-09-24 19:08:54.146636,439,340,0.9159090909090909,0.05,Organic,Tablet,1
12633,29,M,South,Basic,147,13,7,294.41859961068417,4.688738370816875,3,2025-10-17 19:08:54.146636,2026-01-24 19:08:54.146636,317,218,0.46226415094339623,0.06289308176100629,Organic,Mobile,1
12634,22,M,South,Premium,242,9,14,2455.750309876508,2.2184236852641948,1,2023-12-26 19:08:54.146636,2024-04-03 19:08:54.146636,978,879,0.24719101123595505,0.02349336057201226,Paid Ads,Desktop,1
12635,54,M,West,Basic,159,14,6,1739.9468519022278,4.496144547617723,3,2024-08-30 19:08:54.146636,2024-12-07 19:08:54.146636,730,631,0.21751025991792067,0.027359781121751026,Referral,Tablet,1
12636,48,M,North,Basic,124,17,6,761.6310991141017,4.52183854765884,3,2024-04-26 19:08:54.146636,2024-08-03 19:08:54.146636,856,757,0.14469078179696615,0.026837806301050177,Social Media,Tablet,1
12637,45,F,East,Premium,321,12,9,436.4708753454352,2.656138500339052,2,2024-10-23 19:08:54.146636,2025-01-30 19:08:54.146636,676,577,0.4741506646971935,0.0310192023633678,Paid Ads,Desktop,1
12638,45,M,West,Basic,841,14,3,738.1781093448377,1.6350863573769092,2,2023-11-09 19:08:54.146636,2024-02-16 19:08:54.146636,1025,926,0.8196881091617934,0.016569200779727095,Organic,Desktop,1
12639,47,M,South,Basic,170,9,5,357.43801507029224,2.8358353834266765,0,2025-08-16 19:08:54.146636,2025-11-23 19:08:54.146636,379,280,0.4473684210526316,0.03684210526315789,Social Media,Tablet,1
12640,35,F,West,Basic,210,21,6,670.6973900228163,4.1095065448085,5,2025-12-17 19:08:54.146636,2026-03-26 19:08:54.146636,256,157,0.8171206225680934,0.10505836575875487,Referral,Mobile,1
12641,61,F,North,Basic,164,9,9,310.8991719901364,1.5154702131260125,5,2025-04-16 19:08:54.146636,2025-07-24 19:08:54.146636,501,402,0.32669322709163345,0.035856573705179286,Paid Ads,Desktop,1
